clade_name	DRR111002	DRR111003	DRR111004	DRR111005	DRR111006	DRR111007	DRR111008	DRR111009	DRR111010	DRR111011	DRR111012	DRR111013	DRR111014	DRR111015	DRR111016	DRR111017	DRR111018	DRR111019	DRR111020	DRR111021	DRR111022	DRR111023	DRR111024	DRR111025	DRR111026	DRR111027	DRR111028	DRR111029	DRR111030	DRR111031	DRR111032	DRR111033	DRR111034	DRR111035	DRR111036	DRR111037	DRR111038	DRR111039	DRR111040	DRR111041	DRR111042	DRR111043	DRR111044	DRR111045	DRR111046	DRR111047	DRR111048	DRR111049	DRR111050	DRR111051	DRR111052	DRR111053	DRR111054	DRR111055	DRR111056	DRR111057	DRR111058	DRR111059	DRR111060	DRR111061
k__Bacteria|p__Fusobacteriota	0.009631583425508381	0.03475133959662862	0.00014362657091561938	0.0028012309634656354	0.0	0.1062293775051487	0.002162346715224628	0.025360430779920097	0.0	0.00014755480607082632	0.015154425322679778	0.0002859798384213913	0.023880928579362436	6.160670280926565e-05	0.0016425755584756898	0.02989668647288689	0.0001270578839416986	0.0056179775280898875	0.02647695550618128	0.0009482442187691178	0.0007254022685307306	0.00999501855988173	0.48267996915048983	0.017118261777423198	0.000455693318396719	0.0	0.0	0.014177572491660252	0.0	0.0	0.0	5.757549586895817e-05	0.005234721550654866	0.000255832992222677	0.0	0.0	0.0	0.0	0.002642731298509595	0.39859598853868194	0.00010373982053011048	0.03022334160524464	6.348299449285023e-05	0.0004895601302229946	4.202475257926919e-05	0.0005332130186009311	9.558401835213153e-05	6.988608568034104e-05	0.0009307078854681825	0.0	0.020679866581505925	3.53090720775858e-05	0.019813821835070862	0.2111867778712985	0.0013595312854044605	0.013629515433937143	0.2259643326909547	0.0	0.013688708626059245	5.7211510956004346e-05
k__Bacteria|p__Patescibacteria	0.0	0.0	0.0	0.0	0.00015676847908447207	0.0	0.0	0.00017370158068438424	0.0005011178783439982	0.0	3.8414259373079284e-05	0.00014298991921069565	0.0	0.0001232134056185313	0.0002874507227332457	0.0	0.0	7.660878447395301e-05	9.969805731214038e-05	0.0	0.00024729622790820363	0.0	0.00019691176711901675	0.00031518088427936845	0.00015189777279890634	0.0001145475372279496	0.0	0.0	0.0	0.0	0.0	0.00015833261363963497	0.00018920680303571803	0.0	0.0	0.0001566753490922622	0.00023056881326231814	0.0	0.00040474263130327125	0.0008022922636103152	8.644985044175873e-05	0.00011111522648987	6.348299449285023e-05	0.0	0.00014708663402744217	4.1016386046225465e-05	0.0	0.0	0.0002737376133729949	0.00011985377839036375	0.00011354765453126109	5.8848453462643e-05	0.0	0.0	6.473958501926002e-05	0.0	0.0005506102597045058	0.0001397624039133473	0.00012071171627918206	0.0
k__Bacteria|p__Proteobacteria	0.03330213562494682	0.04593714911096266	0.008689407540394973	0.013453799416081432	0.017949990855172054	0.021458467125805524	0.01957492815887558	0.04892594522610156	0.008441908873641199	0.021290050590219226	0.026179317762753535	0.012797597769357261	0.013402939760820467	0.015432479053721046	0.07050755584756899	0.010973716610459825	0.021853956037972157	0.031664964249233915	0.017831709679257107	0.007800073412455646	0.003462147190714851	0.008645208979447542	0.023465318915016162	0.023402180657743108	0.22718210644236428	0.03379152348224513	0.08686266447368421	0.012509622786759045	0.0028503562945368173	0.09687200272268803	0.2948431153234827	0.04205889973227395	0.2785965059810373	0.012535816618911174	0.10928391728538996	0.010810599087366092	0.005118627654423463	0.012627604787126807	0.019213370791867055	0.04153295128939828	0.026574684025796637	0.024371273010111487	0.026916789664968497	0.011333317014662326	0.0965728814271606	0.034638338016037405	0.015420888294143885	0.11697183590747082	0.002025658338960162	0.004614370468029005	0.03092754240295224	0.005319900193022927	0.015906871050690694	0.011286249904353814	0.005891302236752663	0.03367085946533058	0.05707993025603377	0.08742138364779874	0.02711185147630429	0.018708164082613422
k__Bacteria|p__Spirochaetota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006181197386236534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Synergistota	0.0	0.0	0.00028725314183123877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004356270306572523	0.0	0.00022788127385632085	0.010369509360088095	0.0	0.0	0.0	0.0	0.0	0.0001718213058419244	0.008771929824561403	0.0	0.0	0.0003403360044553077	0.0015600164831930299	0.0	0.0	0.00046049938600081867	0.0	0.0	0.0	0.00025658413210417316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004141974128592366	0.0	0.0	0.0	8.516074089844582e-05	0.0	0.0004385352921243048	0.00011477542275614049	0.0	0.00014014925896079324	0.0	0.0	0.0	0.00011442302191200869
k__Bacteria|p__Verrucomicrobiota	3.4033863694375904e-05	0.0	0.010251346499102334	0.0	0.00013064039923706006	6.643488274243196e-05	0.0006259424701966029	0.0	0.0	0.0	0.0005570067609096497	0.0	0.0	0.0	0.0	0.0	0.0003448713992703247	0.0	0.000555460605024782	0.0	0.0	0.0	0.0	0.0	3.7974443199726586e-05	0.0	0.01411732456140351	0.0	0.0	0.0004950341882986294	0.00026490845941013716	0.0011083282954774448	0.0	0.014019647973802701	4.0907324456443923e-05	0.0	0.019137211500772404	0.000623132892252992	0.020260939955240226	0.0	0.0	0.0	0.002507578282467584	0.0	0.0022903490155701707	0.0	9.558401835213153e-05	0.005119155776084981	0.0	0.0	0.0	0.008603643896238408	0.00015946737895429267	0.00022955084551228098	0.0	7.007462948039662e-05	0.12269431953748738	0.0	0.0	0.002259854682762172
k__Bacteria|p__Actinobacteriota|c__Actinobacteria	0.0029439292095635155	0.0006964481146154611	0.0010412926391382407	0.0059575475420184645	0.03964936116844773	0.003122439488894302	0.009901271801291718	0.005124196630189335	0.033073779970703876	0.03461214165261383	0.007337123540258144	0.0005004647172374348	0.0032581732015254175	0.0013553474618038443	0.0020942838370565046	0.01038488303624003	0.056304793712449855	0.06613891726251277	0.009955563151598018	0.012357763367184632	0.44706212081245056	0.021468399993572335	0.02618926502682923	0.14073811423337174	0.0010822716311922075	0.021334478808705613	0.04718338815789474	0.0021811649987169618	0.09263657957244656	0.03898394232851706	0.012892211691293343	0.0002878774793447909	0.002585826308154813	0.0048608268522308635	0.0003681659201079953	0.027614030277511213	0.24073689792718636	0.008595568425489801	0.02590352840340936	0.00330945558739255	0.03473554990749866	0.00577799177747324	0.03482042247932835	0.0018603284948473797	0.03767519068731483	0.0010869342302249748	0.017778627413496464	0.023778740652736042	0.04239283172436447	0.026128123689099298	0.018054077070470513	0.048114495551056916	0.01516933442302709	0.004342336827607315	0.004467031366328942	0.0014014925896079324	0.0009788626839191215	0.28819007686932213	0.023104222495835446	0.013015618742490988
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	0.0	0.0	0.0	0.0	0.0	0.0004650441791970237	5.6903860926963895e-05	0.0	0.0	0.0	0.0	0.0008579395152641738	0.0	0.0	0.039052233902759526	0.00024088646218082543	5.445337883215654e-05	0.00010214504596527068	0.0	0.0	0.0	0.0	0.0109614217029586	0.0005811147553900856	7.594888639945317e-05	0.0	0.023608826754385966	0.0	0.0	0.0	0.0014128451168540649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7616780153326035e-05	0.0	0.0	0.0	3.174149724642511e-05	0.0	0.08587758189573659	0.0012715079674329895	6.372267890142101e-05	3.494304284017052e-05	0.0	0.0	0.0	0.0002824725766206864	0.00011960053421571949	0.0	0.0	0.003503731474019831	0.0	0.0	0.0010864054465126384	0.0020596143944161564
k__Bacteria|p__Firmicutes|c__Bacilli	0.0025865736407725687	0.004804070668163793	0.0014183123877917416	0.05338120413477472	0.006074778564523293	0.00026573953096972785	0.016473667738356047	0.0004921544786057554	0.005242463958060288	0.00377318718381113	0.0005762138905961894	0.016872810466862086	0.00029619756377503794	0.0076084277969443075	0.03149638633377135	0.032921149831379476	0.03092951917666491	0.02677477017364658	0.0007406141400330428	0.00033647375504710633	8.243207596940122e-05	0.00276389580755572	0.0007712377545494823	0.06384382787183958	0.025423889722216948	0.000143184421534937	0.01343201754385965	0.00012830382345393893	0.0	0.033878902261687445	0.031141461117325013	0.025707458905489824	0.023608804423234594	0.11839950880065493	0.004602074001349942	0.014766651651945711	0.0015448110488575316	0.03493209684218243	0.01452311794676444	0.0032521489971346707	0.04656188944793126	0.04807585466128375	0.04021647701122062	0.023303062198614544	0.03885188375953436	0.005516703923217325	0.15293442936341045	0.011234188273114823	0.004617041078891181	0.01695930964223647	0.0030941735859768647	0.013746998728873406	0.03412601909621863	0.01922488331165353	0.036674974913410804	0.030762762341894116	0.004435471536508519	0.49783368273934314	0.030902199367470608	0.00017163453286801305
k__Bacteria|p__Bacteroidota|c__Bacteroidia	0.4957542755041266	0.5630711940531858	0.47745062836624774	0.3066756095636392	0.5169571238209704	0.41395575436809356	0.5939055964947222	0.600689016270048	0.36462107778891373	0.5227655986509275	0.44746850030731405	0.4614999642525202	0.5413380724943537	0.6488109906357812	0.452734888304862	0.5590171832343023	0.2612310093841323	0.31317671092951993	0.5708283484304677	0.06848770341367919	0.12284027960960169	0.30600504571676496	0.15995799215634796	0.27600981000502317	0.23661875557749634	0.547938144329897	0.2480126096491228	0.5799332820118039	0.18926365795724465	0.36604684261006776	0.29834579384235005	0.5258226098972277	0.50329009607501	0.3303827261563651	0.19672332331103884	0.4706331642545191	0.19356251873371608	0.5506295474955556	0.5340459978096281	0.346647564469914	0.3152134446807407	0.44853513093077524	0.3004650129346601	0.4553153991138962	0.3543106889958185	0.5750702405611041	0.3757089148027783	0.19990914808861557	0.11486030257130865	0.16288128483250436	0.4964729259811227	0.09931265006355633	0.3414595251858792	0.40643890121661946	0.3529925873175153	0.41880102308959044	0.43229023278578205	0.008525506638714186	0.5923565341252022	0.43866926025516334
k__Bacteria|p__Spirochaetota|c__Brachyspirae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006181197386236534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Campilobacterota|c__Campylobacteria	0.0	0.0	0.0	0.0006707172729424762	0.0	0.0	8.535579139044584e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.660878447395301e-05	0.0	0.0	0.0	0.0	0.0	7.879522106984211e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018920680303571803	0.0	0.0	0.0	0.0	3.665487601488188e-05	0.0	0.0	0.0	0.0	0.0	0.00012239003255574865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017940080132357924	7.651694850409365e-05	0.0	0.0003503731474019831	6.117891774494509e-05	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia	0.40474772398536546	0.30876813963074035	0.47991023339317773	0.5785922828059654	0.36962088156141404	0.1580264410833315	0.27922724556861184	0.23096520178333624	0.5728548300053966	0.3776981450252951	0.1732483097725876	0.31879602488024594	0.3074160465030175	0.21479176934450467	0.39442345597897505	0.15387291900861838	0.616085528107019	0.4902579162410623	0.19966672363698512	0.8962131408295607	0.4055328409390662	0.5749224662949334	0.22067245368471144	0.38922869327975257	0.4395921544800349	0.35741695303550974	0.40744928728070173	0.27136258660508084	0.7094536817102137	0.38433216794034836	0.29189968799670335	0.34968477416011745	0.1366493577480186	0.4554850593532542	0.6621464073142296	0.44889445956796775	0.5215235987180374	0.33674834594871983	0.33448407218703874	0.17425501432664756	0.5295053339557723	0.38934775362050444	0.5554762018124395	0.4296624482902112	0.43106889958185374	0.28637640737474623	0.4245523481807175	0.5874274931861067	0.8063032647772689	0.7653862288008629	0.29828968845362286	0.7959841815357093	0.555404947475432	0.255700512663555	0.5852458485741107	0.4339721803720963	0.13545012388730843	0.029280223619846262	0.28932184157794355	0.3697293895531781
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia	0.0003233217050965711	0.00039797035120883495	0.00016157989228007182	0.0033535863647123805	0.009980926501711389	0.006732068117899772	0.0009673656357583862	0.0015343639627120606	0.004124585614062139	0.004173693086003373	0.015730639213275967	0.018803174376206478	0.008108408308341664	0.0054829965500246425	0.002874507227332457	0.010518708848562711	0.004465177064236836	0.010252808988764045	0.006337947929128924	0.0007341245564664138	0.004467818517541545	0.03446835178608732	0.03464006169902036	0.05727427631514149	0.0032278276719767598	0.0004581901489117984	0.010622258771929825	0.010713369258403901	0.00019002375296912113	0.002846446582717119	0.004738917996114676	0.00598785157037165	0.002501734395694494	0.003632828489562014	0.0006954245157595468	0.010634339319637297	0.014641119642157202	0.006286311236552242	0.012618446740631398	0.00972779369627507	0.012362328613171499	0.003185303159376273	0.0035550476915996126	0.005238293393386042	0.007585467840558089	0.0023994585837041897	0.004333142165296629	0.003616604933957649	0.024399145938646276	0.013303769401330377	0.004769001490312966	0.020361564898074478	0.0027508122869615483	0.006982171550998546	0.0009710937752889004	0.0011562313864265444	0.002967177510629837	0.00726764500349406	0.0007001279544192559	0.0026603352594542023
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.630225255477102e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.407681765991333e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia	0.004373351484727304	0.017908665804397574	0.0006642728904847397	0.000986348930797759	0.002521359705275259	0.0	0.0024468660198594477	0.01366452434717156	0.0	0.00010539629005059021	0.005531653349723417	0.006291556445270609	0.0005183457366063164	0.0001540167570231641	0.0015604467805519053	0.0024891601092018626	0.0019966238905124063	0.0	0.0035179171651569534	0.0004894163709776092	0.001154049063571617	0.017965322749112177	0.0010173774634482532	0.0007485546001635001	0.0014810032847893367	0.005297823596792669	0.003426535087719298	0.005452912496792405	0.0	0.005166919340366944	0.0028845587802437157	0.0038863459711546765	0.0	0.0019443307408923455	0.0018817369249964206	0.0013317404672842288	0.0006917064397869544	0.00527830214614299	0.004428360554259321	0.001833810888252149	0.00012102979061846223	0.0	0.0006665714421749273	0.0001468680390668984	0.003950326742451304	0.0010459178441787494	0.0019116803670426305	0.00010482912852051157	0.0004562293556216581	0.0	0.004101909019941807	0.0007767995857068876	0.0012358721868957682	0.003232841074297957	6.473958501926002e-05	0.010265933218878105	0.0041295769477837935	0.0	0.004731899278143937	0.002317066193718176
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia	0.009631583425508381	0.03475133959662862	0.00014362657091561938	0.0028012309634656354	0.0	0.1062293775051487	0.002162346715224628	0.025360430779920097	0.0	0.00014755480607082632	0.015154425322679778	0.0002859798384213913	0.023880928579362436	6.160670280926565e-05	0.0016425755584756898	0.02989668647288689	0.0001270578839416986	0.0056179775280898875	0.02647695550618128	0.0009482442187691178	0.0007254022685307306	0.00999501855988173	0.48267996915048983	0.017118261777423198	0.000455693318396719	0.0	0.0	0.014177572491660252	0.0	0.0	0.0	5.757549586895817e-05	0.005234721550654866	0.000255832992222677	0.0	0.0	0.0	0.0	0.002642731298509595	0.39859598853868194	0.00010373982053011048	0.03022334160524464	6.348299449285023e-05	0.0004895601302229946	4.202475257926919e-05	0.0005332130186009311	9.558401835213153e-05	6.988608568034104e-05	0.0009307078854681825	0.0	0.020679866581505925	3.53090720775858e-05	0.019813821835070862	0.2111867778712985	0.0013595312854044605	0.013629515433937143	0.2259643326909547	0.0	0.013688708626059245	5.7211510956004346e-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.03330213562494682	0.04593714911096266	0.008689407540394973	0.013453799416081432	0.017949990855172054	0.020993422946608498	0.019518024297948616	0.04892594522610156	0.008441908873641199	0.021290050590219226	0.026179317762753535	0.011939658254093086	0.013402939760820467	0.015432479053721046	0.03145532194480946	0.010732830148279	0.021799502659139998	0.031562819203268644	0.017831709679257107	0.007800073412455646	0.003462147190714851	0.008645208979447542	0.012503897212057564	0.022821065902353024	0.22710615755596483	0.03379152348224513	0.06325383771929824	0.012509622786759045	0.0028503562945368173	0.09687200272268803	0.2934302702066286	0.04205889973227395	0.2785965059810373	0.012535816618911174	0.10928391728538996	0.010810599087366092	0.005118627654423463	0.012627604787126807	0.019165754011713727	0.04153295128939828	0.026574684025796637	0.024371273010111487	0.02688504816772207	0.011333317014662326	0.010695299531424009	0.03336683004860442	0.015357165615242465	0.11693689286463065	0.002025658338960162	0.004614370468029005	0.03092754240295224	0.005037427616402241	0.015787270516474973	0.011286249904353814	0.005891302236752663	0.030167127991310747	0.05707993025603377	0.08742138364779874	0.026025446029791652	0.016648549688197265
k__Bacteria|p__Firmicutes|c__Incertae_Sedis	0.0	0.0	5.385996409335727e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014520901021908408	0.0	0.0	6.117704637220115e-05	0.00021432339752044315	0.002651411675852871	0.0	5.9096415802381585e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.636324380343726e-05	0.0	0.0006139991813344249	4.0907324456443923e-05	0.0	4.6113762652463626e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006120239160114872	0.0	3.8258474252046826e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Verrucomicrobiota|c__Lentisphaeria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.853070175438596e-05	0.0	0.0	0.0004950341882986294	0.00011773709307117207	0.0	0.0	0.0	4.0907324456443923e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.174149724642511e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
