# Feature / Sample	Validation|UMCGIBD00126	Validation|UMCGIBD00371	Validation|UMCGIBD00485	Validation|UMCGIBD00238	Validation|UMCGIBD00269	Validation|UMCGIBD00053	Validation|UMCGIBD00613	Validation|UMCGIBD00347	Validation|UMCGIBD00208	Validation|UMCGIBD00027	Validation|UMCGIBD00072	Validation|LLDeep_0010	Validation|LLDeep_0027
Alistipes_putredinis	0.036443	0.028105	0.034801	0.027502	0.026825	0.027535	0.026339	0.027929	0.025289	0.027459	0.026331	0.029878	0.028791
Alistipes_shahii	0.010535	0.011302	0.013089	0.011193	0.010323	0.010361	0.009519	0.010080	0.009549	0.010009	0.009466	0.009860	0.009755
Alistipes_sp_AP11	0.018013	0.015966	0.019739	0.014846	0.014065	0.013782	0.013505	0.013167	0.011549	0.013382	0.013946	0.014827	0.016442
Alistipes_unclassified	0.016266	0.015409	0.021700	0.017507	0.014876	0.015748	0.015376	0.014859	0.014286	0.017023	0.016322	0.015100	0.017872
Streptococcus_mutans	0.011130	0.010391	0.013833	0.012159	0.010014	0.011683	0.011633	0.009972	0.009357	0.012809	0.013055	0.008977	0.014319
Streptococcus_parasanguinis	0.024294	0.020140	0.030417	0.020323	0.017395	0.018088	0.017858	0.018568	0.016496	0.018023	0.018202	0.019254	0.020925
Streptococcus_salivarius	0.028200	0.032115	0.037423	0.033492	0.027567	0.029885	0.034238	0.029171	0.032220	0.032971	0.031342	0.029193	0.032605
Streptococcus_thermophilus	0.019756	0.020885	0.026465	0.021559	0.018226	0.019089	0.020840	0.019245	0.019002	0.021038	0.019342	0.020305	0.022472
Streptococcus_vestibularis	0.012451	0.012309	0.016950	0.012302	0.010509	0.010980	0.010068	0.010871	0.009887	0.011135	0.011304	0.010355	0.012622
Clostridium_bolteae	0.011465	0.012826	0.018204	0.015077	0.010790	0.012163	0.013846	0.011825	0.011334	0.014420	0.014204	0.011015	0.016482
Clostridium_clostridioforme	0.018482	0.019607	0.025349	0.021848	0.018449	0.019634	0.019274	0.019347	0.018882	0.021398	0.020492	0.019129	0.022550
Clostridium_hathewayi	0.018221	0.012791	0.019044	0.014349	0.013747	0.013889	0.013773	0.013999	0.013008	0.014637	0.013759	0.015152	0.015355
Clostridium_leptum	0.014158	0.015988	0.021777	0.017414	0.013980	0.014621	0.016262	0.015879	0.014548	0.017658	0.016646	0.016259	0.020399
Clostridium_nexile	0.012938	0.010403	0.014004	0.009311	0.009966	0.008915	0.008157	0.008924	0.009124	0.008748	0.008185	0.011424	0.009142
Clostridium_symbiosum	0.009584	0.009875	0.013807	0.010359	0.008918	0.009289	0.009628	0.009286	0.009350	0.010637	0.010216	0.009848	0.012850
Clostridiales_bacterium_1_7_47FAA	0.020056	0.026548	0.029578	0.027420	0.024822	0.024148	0.025229	0.023228	0.024939	0.026473	0.026358	0.022058	0.027126
Flavonifractor_plautii	0.011792	0.010554	0.013869	0.011007	0.009839	0.010279	0.009211	0.009846	0.008282	0.009705	0.010032	0.009185	0.010904
Eubacterium_eligens	0.027492	0.037387	0.039837	0.032155	0.027802	0.026560	0.029992	0.028077	0.030360	0.027695	0.027810	0.032489	0.031995
Eubacterium_hallii	0.061239	0.060132	0.076965	0.065245	0.055496	0.058886	0.066130	0.059568	0.065004	0.064877	0.062363	0.064234	0.072248
Eubacterium_ramulus	0.020003	0.018311	0.027193	0.018870	0.017471	0.018187	0.018911	0.018944	0.017051	0.018548	0.018243	0.021072	0.020875
Eubacterium_rectale	0.208381	0.192140	0.227918	0.200322	0.184332	0.189060	0.209062	0.183011	0.188468	0.226204	0.208943	0.200712	0.245368
Eubacterium_siraeum	0.021456	0.019504	0.028228	0.021929	0.017691	0.018578	0.017479	0.017424	0.017468	0.018251	0.018859	0.019358	0.020355
Eubacterium_ventriosum	0.015992	0.019047	0.024024	0.020588	0.016159	0.017881	0.017609	0.017512	0.017462	0.018473	0.018934	0.016586	0.019692
Anaerostipes_hadrus	0.018965	0.015888	0.022329	0.015884	0.015190	0.015343	0.014119	0.014316	0.014147	0.016553	0.015184	0.016403	0.017441
Anaerostipes_unclassified	0.006961	0.006716	0.010136	0.007854	0.006845	0.006706	0.006883	0.006741	0.006958	0.007814	0.007267	0.007289	0.008013
Blautia_hydrogenotrophica	0.024032	0.030812	0.031606	0.031303	0.027063	0.027490	0.029544	0.027512	0.026488	0.026965	0.026753	0.027585	0.028859
Blautia_producta	0.008188	0.006930	0.010577	0.007696	0.006806	0.007389	0.006574	0.007274	0.006813	0.007461	0.007148	0.007622	0.008295
Ruminococcus_gnavus	0.021902	0.023433	0.030738	0.027175	0.022638	0.021821	0.024750	0.022269	0.024231	0.027328	0.024498	0.024040	0.024991
Ruminococcus_obeum	0.064193	0.080577	0.089430	0.076449	0.067268	0.071109	0.074790	0.066076	0.073051	0.076679	0.075331	0.069840	0.082923
Ruminococcus_torques	0.049426	0.044745	0.060754	0.054876	0.043724	0.046794	0.047266	0.045924	0.048695	0.049527	0.048081	0.046061	0.050460
Coprococcus_catus	0.021472	0.018692	0.024309	0.019516	0.019724	0.020343	0.019697	0.019247	0.018531	0.021252	0.020513	0.018912	0.020671
Coprococcus_comes	0.052089	0.066438	0.066731	0.065045	0.057248	0.056257	0.061811	0.057995	0.060892	0.057947	0.056695	0.060867	0.059914
Coprococcus_sp_ART55_1	0.040678	0.036908	0.049213	0.036185	0.037518	0.033485	0.032745	0.034180	0.033572	0.036921	0.033630	0.041668	0.036284
Dorea_formicigenerans	0.034711	0.032270	0.050048	0.037100	0.028509	0.033324	0.033294	0.033060	0.032534	0.035736	0.036274	0.032206	0.045371
Dorea_longicatena	0.095769	0.083644	0.103820	0.087260	0.079229	0.083831	0.082983	0.080831	0.083746	0.088021	0.083096	0.088787	0.088789
Dorea_unclassified	0.021614	0.015051	0.020940	0.014850	0.015299	0.015090	0.015108	0.015090	0.014573	0.015029	0.014054	0.016711	0.015137
Lachnospiraceae_bacterium_1_1_57FAA	0.014219	0.014829	0.016894	0.017582	0.014597	0.015945	0.017565	0.015794	0.016243	0.018122	0.016525	0.013804	0.016890
Lachnospiraceae_bacterium_1_4_56FAA	0.009626	0.007764	0.012375	0.009093	0.008101	0.008746	0.009705	0.008567	0.008204	0.010015	0.009075	0.008599	0.010512
Lachnospiraceae_bacterium_2_1_58FAA	0.017475	0.011837	0.020214	0.012348	0.011900	0.011681	0.010891	0.011220	0.011359	0.012620	0.011688	0.014222	0.014495
Lachnospiraceae_bacterium_3_1_46FAA	0.018622	0.018537	0.021872	0.018007	0.017519	0.016976	0.016938	0.017348	0.018216	0.017482	0.016134	0.019164	0.017624
Lachnospiraceae_bacterium_5_1_57FAA	0.013256	0.011900	0.016984	0.013495	0.012502	0.013481	0.013970	0.012592	0.011691	0.014486	0.014169	0.012407	0.016417
Lachnospiraceae_bacterium_5_1_63FAA	0.015855	0.016352	0.022290	0.017602	0.013614	0.014277	0.014979	0.014201	0.014902	0.015396	0.015094	0.015432	0.017418
Lachnospiraceae_bacterium_7_1_58FAA	0.008454	0.012171	0.013181	0.013852	0.010017	0.010781	0.011881	0.010412	0.011638	0.012071	0.011562	0.009998	0.012573
Lachnospiraceae_bacterium_8_1_57FAA	0.014658	0.020387	0.025318	0.020942	0.016064	0.017049	0.018752	0.017051	0.017710	0.018314	0.019369	0.016947	0.023028
Roseburia_hominis	0.018533	0.018302	0.026789	0.019694	0.017119	0.018020	0.017989	0.017009	0.018431	0.019652	0.019406	0.018182	0.020834
Roseburia_intestinalis	0.026264	0.024036	0.035249	0.026004	0.022472	0.024122	0.025081	0.023472	0.021034	0.026268	0.025658	0.022513	0.029648
Roseburia_inulinivorans	0.033707	0.031487	0.040057	0.034200	0.029979	0.030683	0.029109	0.029351	0.027726	0.030316	0.031662	0.029652	0.034954
Roseburia_unclassified	0.011557	0.015210	0.019372	0.016111	0.012293	0.013267	0.016087	0.013195	0.015261	0.015537	0.014521	0.013639	0.016536
Oscillibacter_unclassified	0.022788	0.018544	0.023250	0.018790	0.019803	0.019059	0.016099	0.016976	0.016590	0.018251	0.018415	0.019691	0.019831
Clostridium_bartlettii	0.011834	0.015007	0.020768	0.015989	0.011311	0.012785	0.014569	0.012883	0.013662	0.014398	0.014210	0.012765	0.016672
Peptostreptococcaceae_noname_unclassified	0.026224	0.020916	0.030150	0.022796	0.022255	0.022434	0.021115	0.021554	0.020996	0.024657	0.022753	0.024116	0.026121
Faecalibacterium_prausnitzii	0.136461	0.127706	0.154628	0.122853	0.122404	0.115632	0.112147	0.118227	0.111560	0.111650	0.117317	0.127067	0.119248
Ruminococcaceae_bacterium_D16	0.012895	0.014014	0.015793	0.013456	0.012006	0.012947	0.012487	0.012607	0.011201	0.013353	0.012699	0.011651	0.015327
Ruminococcus_bromii	0.128350	0.174699	0.166790	0.163167	0.158290	0.147941	0.154077	0.155120	0.156829	0.162176	0.154716	0.162360	0.150652
Ruminococcus_callidus	0.021454	0.017939	0.024990	0.018823	0.017000	0.017170	0.016421	0.016410	0.015515	0.017066	0.017025	0.017824	0.019113
Ruminococcus_lactaris	0.029271	0.028067	0.034684	0.028096	0.025962	0.027039	0.025992	0.026246	0.024265	0.027782	0.027487	0.025282	0.027716
Ruminococcus_sp_5_1_39BFAA	0.102127	0.102999	0.114567	0.107708	0.102968	0.110476	0.117374	0.099124	0.102803	0.121087	0.112541	0.091595	0.113426
Subdoligranulum_unclassified	0.169278	0.138870	0.158274	0.136208	0.153492	0.139590	0.135445	0.139155	0.142409	0.149953	0.139086	0.163151	0.149065
Coprobacillus_unclassified	0.021970	0.019297	0.025783	0.016618	0.017622	0.015280	0.014201	0.016655	0.016557	0.014424	0.013371	0.022407	0.014558
Clostridium_ramosum	0.005233	0.005492	0.006934	0.005854	0.005125	0.005038	0.005115	0.005176	0.005046	0.005162	0.004943	0.005462	0.005268
Eubacterium_biforme	0.057402	0.056610	0.076695	0.056176	0.052514	0.052515	0.049709	0.055225	0.056026	0.050563	0.051109	0.061072	0.050201
Eubacterium_cylindroides	0.018207	0.016656	0.021431	0.017442	0.015171	0.015456	0.014879	0.015889	0.015177	0.014886	0.015452	0.016624	0.017565
Phascolarctobacterium_succinatutens	0.020988	0.018435	0.023856	0.018990	0.019586	0.019530	0.018928	0.018980	0.016628	0.019873	0.019582	0.018829	0.021620
Dialister_invisus	0.074987	0.056477	0.071483	0.055612	0.063928	0.058273	0.056386	0.055783	0.054602	0.060191	0.057038	0.066804	0.063991
Veillonella_parvula	0.025270	0.028151	0.030366	0.028323	0.024783	0.024848	0.025898	0.024871	0.025596	0.027505	0.024630	0.025886	0.024769
Sutterella_wadsworthensis	0.014606	0.013679	0.019280	0.014504	0.013627	0.012431	0.011722	0.013064	0.012845	0.012377	0.012076	0.014695	0.012110
Bilophila_unclassified	0.016631	0.017170	0.021374	0.021644	0.015515	0.018832	0.019010	0.016779	0.016373	0.020476	0.020603	0.014195	0.022035
Escherichia_coli	0.021758	0.021354	0.025028	0.020480	0.020768	0.019479	0.017602	0.019520	0.017795	0.018738	0.017532	0.020945	0.017789
Escherichia_unclassified	0.015365	0.014356	0.017800	0.013901	0.013327	0.013611	0.012055	0.013669	0.012273	0.013347	0.012863	0.013618	0.013233
Akkermansia_muciniphila	0.073030	0.053395	0.070903	0.050626	0.057749	0.053148	0.043986	0.052648	0.048063	0.050961	0.048002	0.066506	0.048630
Methanobrevibacter_unclassified	0.016607	0.017170	0.020596	0.019248	0.016466	0.018609	0.016920	0.016811	0.014088	0.018863	0.017863	0.014539	0.018872
Collinsella_stercoris	0.013924	0.019429	0.022440	0.019256	0.015793	0.016516	0.019940	0.016310	0.019535	0.020457	0.019297	0.017760	0.022781
Bacteroides_clarus	0.031955	0.027381	0.032211	0.024659	0.027761	0.027119	0.026396	0.025915	0.022531	0.028299	0.025645	0.028664	0.030015
Bacteroides_plebeius	0.017054	0.015949	0.022005	0.017393	0.015467	0.016315	0.016732	0.016490	0.014846	0.017454	0.017209	0.016473	0.020366
Lactobacillus_delbrueckii	0.020959	0.016073	0.021456	0.015079	0.015184	0.014661	0.012793	0.013837	0.013180	0.014328	0.013939	0.016255	0.016660
Lactobacillus_sakei	0.018116	0.014684	0.020589	0.016163	0.016377	0.016598	0.016905	0.016546	0.013667	0.018586	0.017018	0.016534	0.020226
