clade_name,ERR1398151,ERR1398080,ERR1398101,ERR1398181,ERR1398239,ERR1398202,ERR1398231,ERR1398192,ERR1398142,ERR1398086,ERR1398075,ERR1398073,ERR1398193,ERR1398229,ERR1398238,ERR1398249,ERR1398191,ERR1398128,ERR1398112,ERR1398209,ERR1398124,ERR1398241,ERR1398204,ERR1398157,ERR1398131,ERR1398123,ERR1398178,ERR1398234,ERR1398243,ERR1398113,ERR1398090,ERR1398223,ERR1398134,ERR1398105,ERR1398072,ERR1398148,ERR1398246,ERR1398174,ERR1398228,ERR1398094
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_georgiae,0.000007,0.000010,0.000010,0.000001,0.000009,0.000001,0.000009,0.000007,0.000003,0.000009,0.000010,0.000009,0.000001,0.000001,0.000009,0.000001,0.000001,0.000009,0.000010,0.000002,0.000010,0.000010,0.000009,0.000006,0.000001,0.000008,0.000007,0.000001,0.000001,0.000010,0.000001,0.000009,0.000002,0.000010,0.000003,0.000002,0.000010,0.000010,0.000009,0.000010
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii,0.000063,0.000192,0.000106,0.000010,0.000082,0.000012,0.000432,0.000060,0.000021,0.000078,0.000163,0.000502,0.000010,0.000010,0.000396,0.000011,0.000010,0.000491,0.000137,0.000018,0.000255,0.000187,0.000360,0.002139,0.000010,0.000812,0.000056,0.000011,0.000009,0.000213,0.000011,0.000415,0.000020,0.000239,0.000021,0.000017,0.000206,0.000128,0.000085,0.000214
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_hongkongensis,0.000011,0.000036,0.000020,0.000001,0.000015,0.000001,0.000068,0.000010,0.000002,0.000014,0.000031,0.000078,0.000001,0.000001,0.000067,0.000001,0.000001,0.000076,0.000026,0.000002,0.000046,0.000035,0.000060,0.000219,0.000001,0.000112,0.000010,0.000001,0.000001,0.000039,0.000001,0.000068,0.000002,0.000045,0.000002,0.000002,0.000039,0.000024,0.000016,0.000040
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_johnsonii,0.000016,0.000032,0.000025,0.000001,0.000020,0.000002,0.000036,0.000014,0.000004,0.000020,0.000031,0.000035,0.000001,0.000001,0.000036,0.000001,0.000001,0.000035,0.000029,0.000003,0.000035,0.000031,0.000034,0.000034,0.000001,0.000038,0.000014,0.000002,0.000001,0.000032,0.000001,0.000035,0.000003,0.000033,0.000004,0.000003,0.000033,0.000028,0.000022,0.000032
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_massiliensis,0.000005,0.000011,0.000008,0.000001,0.000007,0.000001,0.000011,0.000005,0.000002,0.000007,0.000010,0.000011,0.000001,0.000001,0.000011,0.000001,0.000001,0.000011,0.000010,0.000002,0.000011,0.000010,0.000011,0.000009,0.000001,0.000011,0.000005,0.000001,0.000001,0.000011,0.000001,0.000011,0.000002,0.000011,0.000002,0.000001,0.000011,0.000009,0.000007,0.000011
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_naeslundii,0.000004,0.000008,0.000006,0.000000,0.000005,0.000000,0.000010,0.000003,0.000001,0.000005,0.000008,0.000010,0.000000,0.000000,0.000010,0.000000,0.000000,0.000010,0.000007,0.000001,0.000010,0.000008,0.000009,0.000010,0.000000,0.000011,0.000003,0.000000,0.000000,0.000009,0.000000,0.000010,0.000001,0.000009,0.000001,0.000001,0.000009,0.000007,0.000005,0.000009
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus,0.000061,0.000222,0.000113,0.000006,0.000081,0.000008,0.000484,0.000057,0.000016,0.000078,0.000188,0.000575,0.000006,0.000006,0.000452,0.000007,0.000006,0.000555,0.000155,0.000014,0.000289,0.000213,0.000405,0.002383,0.000007,0.000924,0.000055,0.000008,0.000006,0.000249,0.000007,0.000473,0.000015,0.000275,0.000016,0.000013,0.000231,0.000143,0.000087,0.000250
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris,0.000031,0.000123,0.000063,0.000002,0.000044,0.000003,0.000216,0.000029,0.000006,0.000042,0.000110,0.000243,0.000002,0.000002,0.000210,0.000002,0.000002,0.000239,0.000090,0.000005,0.000152,0.000120,0.000192,0.000658,0.000002,0.000337,0.000027,0.000003,0.000002,0.000133,0.000003,0.000212,0.000006,0.000142,0.000006,0.000005,0.000129,0.000083,0.000047,0.000132
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_HMSC035G02,0.000043,0.000174,0.000084,0.000005,0.000059,0.000006,0.000368,0.000040,0.000012,0.000056,0.000146,0.000419,0.000005,0.000005,0.000337,0.000005,0.000005,0.000403,0.000118,0.000010,0.000224,0.000167,0.000310,0.001314,0.000005,0.000640,0.000038,0.000006,0.000005,0.000189,0.000005,0.000352,0.000011,0.000212,0.000012,0.000009,0.000183,0.000108,0.000064,0.000192
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_HPA0247,0.000004,0.000015,0.000008,0.000000,0.000006,0.000000,0.000034,0.000004,0.000001,0.000006,0.000013,0.000039,0.000000,0.000000,0.000031,0.000000,0.000000,0.000038,0.000011,0.000001,0.000020,0.000015,0.000029,0.000155,0.000000,0.000061,0.000004,0.000000,0.000000,0.000017,0.000000,0.000032,0.000001,0.000019,0.000001,0.000001,0.000016,0.000010,0.000006,0.000017
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM47,0.000080,0.000354,0.000142,0.000012,0.000104,0.000014,0.000880,0.000076,0.000025,0.000100,0.000288,0.001065,0.000012,0.000012,0.000806,0.000013,0.000012,0.001017,0.000217,0.000022,0.000481,0.000341,0.000722,0.004811,0.000012,0.001780,0.000073,0.000014,0.000011,0.000405,0.000013,0.000859,0.000023,0.000459,0.000025,0.000020,0.000374,0.000195,0.000111,0.000410
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_S6_Spd3,0.000068,0.000118,0.000092,0.000014,0.000081,0.000017,0.000156,0.000065,0.000028,0.000080,0.000110,0.000163,0.000014,0.000014,0.000159,0.000015,0.000014,0.000161,0.000103,0.000024,0.000136,0.000118,0.000146,0.000279,0.000015,0.000195,0.000062,0.000016,0.000013,0.000122,0.000015,0.000154,0.000026,0.000131,0.000027,0.000023,0.000125,0.000098,0.000082,0.000123
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_180,0.000003,0.000005,0.000004,0.000000,0.000004,0.000000,0.000006,0.000003,0.000001,0.000003,0.000005,0.000006,0.000000,0.000000,0.000006,0.000000,0.000000,0.000006,0.000004,0.000001,0.000005,0.000005,0.000005,0.000007,0.000000,0.000007,0.000003,0.000000,0.000000,0.000005,0.000000,0.000006,0.000001,0.000005,0.000001,0.000001,0.000005,0.000004,0.000004,0.000005
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_181,0.000030,0.000101,0.000052,0.000006,0.000040,0.000007,0.000178,0.000028,0.000011,0.000038,0.000087,0.000201,0.000006,0.000006,0.000170,0.000006,0.000006,0.000197,0.000071,0.000010,0.000124,0.000097,0.000157,0.000577,0.000006,0.000289,0.000027,0.000007,0.000006,0.000110,0.000006,0.000173,0.000010,0.000117,0.000011,0.000009,0.000105,0.000066,0.000042,0.000110
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_414,0.000033,0.000190,0.000084,0.000001,0.000052,0.000002,0.000316,0.000029,0.000004,0.000048,0.000167,0.000349,0.000001,0.000001,0.000309,0.000001,0.000001,0.000343,0.000135,0.000003,0.000232,0.000187,0.000281,0.001034,0.000001,0.000488,0.000027,0.000002,0.000001,0.000207,0.000001,0.000311,0.000004,0.000222,0.000004,0.000003,0.000198,0.000121,0.000058,0.000207
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_448,0.000005,0.000009,0.000007,0.000001,0.000006,0.000001,0.000012,0.000005,0.000002,0.000006,0.000009,0.000012,0.000001,0.000001,0.000012,0.000001,0.000001,0.000012,0.000008,0.000002,0.000010,0.000009,0.000011,0.000015,0.000001,0.000014,0.000005,0.000001,0.000001,0.000010,0.000001,0.000012,0.000002,0.000010,0.000002,0.000002,0.000010,0.000008,0.000006,0.000010
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_897,0.000027,0.000130,0.000055,0.000002,0.000037,0.000003,0.000349,0.000025,0.000007,0.000035,0.000105,0.000419,0.000002,0.000002,0.000315,0.000003,0.000002,0.000407,0.000083,0.000005,0.000183,0.000126,0.000283,0.002131,0.000002,0.000692,0.000023,0.000003,0.000002,0.000151,0.000003,0.000334,0.000006,0.000172,0.000006,0.000005,0.000140,0.000075,0.000039,0.000153
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales,0.012252,0.019237,0.015366,0.006297,0.013614,0.006809,0.026839,0.011861,0.008212,0.013339,0.018146,0.029176,0.006378,0.006374,0.026631,0.006491,0.006251,0.028765,0.016956,0.007871,0.021749,0.018992,0.025176,0.063645,0.006423,0.036929,0.011532,0.006620,0.006183,0.020162,0.006571,0.026913,0.008072,0.021448,0.008318,0.007715,0.019786,0.016413,0.014093,0.020291
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae,0.013319,0.020060,0.015925,0.006057,0.014708,0.006668,0.028247,0.013056,0.008552,0.014473,0.018700,0.030411,0.006134,0.006124,0.027729,0.006270,0.006030,0.030202,0.017551,0.007981,0.022926,0.019549,0.026116,0.066011,0.006226,0.037147,0.012827,0.006467,0.005974,0.021220,0.006364,0.027978,0.008270,0.021961,0.008430,0.007795,0.020657,0.017078,0.014857,0.020836
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Aeriscardovia,0.000004,0.000010,0.000005,0.000001,0.000004,0.000001,0.000019,0.000003,0.000001,0.000004,0.000008,0.000021,0.000001,0.000001,0.000018,0.000001,0.000001,0.000021,0.000007,0.000001,0.000012,0.000009,0.000016,0.000059,0.000001,0.000030,0.000003,0.000001,0.000001,0.000011,0.000001,0.000019,0.000001,0.000012,0.000001,0.000001,0.000010,0.000006,0.000004,0.000011
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Aeriscardovia|s__Aeriscardovia_aeriphila,0.000007,0.000009,0.000009,0.000001,0.000008,0.000002,0.000011,0.000007,0.000003,0.000008,0.000009,0.000010,0.000001,0.000001,0.000011,0.000001,0.000001,0.000011,0.000009,0.000003,0.000010,0.000009,0.000010,0.000012,0.000001,0.000012,0.000006,0.000002,0.000001,0.000009,0.000002,0.000010,0.000003,0.000010,0.000003,0.000002,0.000010,0.000009,0.000008,0.000010
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Alloscardovia,0.000002,0.000004,0.000003,0.000000,0.000002,0.000000,0.000007,0.000002,0.000000,0.000002,0.000004,0.000007,0.000000,0.000000,0.000006,0.000000,0.000000,0.000007,0.000003,0.000000,0.000005,0.000004,0.000006,0.000013,0.000000,0.000009,0.000001,0.000000,0.000000,0.000004,0.000000,0.000006,0.000000,0.000005,0.000000,0.000000,0.000004,0.000003,0.000002,0.000004
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Alloscardovia|s__Alloscardovia_omnicolens,0.000005,0.000005,0.000005,0.000001,0.000005,0.000001,0.000006,0.000004,0.000002,0.000005,0.000005,0.000006,0.000001,0.000001,0.000006,0.000001,0.000001,0.000006,0.000005,0.000002,0.000006,0.000005,0.000006,0.000006,0.000001,0.000007,0.000004,0.000001,0.000001,0.000005,0.000001,0.000006,0.000002,0.000006,0.000002,0.000002,0.000005,0.000005,0.000005,0.000005
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium,0.012228,0.019932,0.014967,0.006393,0.013338,0.006884,0.029007,0.011961,0.008169,0.013135,0.018457,0.031682,0.006453,0.006457,0.028172,0.006564,0.006360,0.030788,0.017283,0.007854,0.022766,0.020068,0.027068,0.060988,0.006499,0.040170,0.011676,0.006679,0.006318,0.020945,0.006626,0.028658,0.008049,0.022341,0.008172,0.007710,0.020786,0.016693,0.013516,0.021278
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis,0.007031,0.005526,0.007366,0.003705,0.007446,0.004087,0.003373,0.006993,0.005141,0.007368,0.006103,0.003056,0.003771,0.003760,0.003674,0.003841,0.003697,0.003053,0.006603,0.004861,0.004782,0.005552,0.003727,0.001292,0.003801,0.002471,0.006967,0.003956,0.003646,0.005078,0.003900,0.003414,0.004984,0.004915,0.005148,0.004738,0.005451,0.006678,0.007477,0.005087
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum,0.002089,0.002287,0.002223,0.002599,0.002130,0.002537,0.002604,0.002085,0.002453,0.002095,0.002235,0.002587,0.002576,0.002588,0.002624,0.002568,0.002579,0.002636,0.002188,0.002496,0.002466,0.002250,0.002509,0.003551,0.002579,0.002925,0.002065,0.002544,0.002589,0.002329,0.002565,0.002577,0.002485,0.002423,0.002432,0.002497,0.002382,0.002165,0.002116,0.002335
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve,0.000002,0.000004,0.000004,0.000000,0.000003,0.000000,0.000004,0.000002,0.000001,0.000003,0.000004,0.000004,0.000000,0.000000,0.000005,0.000000,0.000000,0.000004,0.000004,0.000001,0.000005,0.000004,0.000004,0.000004,0.000000,0.000004,0.000002,0.000000,0.000000,0.000004,0.000000,0.000004,0.000001,0.000005,0.000001,0.000001,0.000004,0.000004,0.000003,0.000004
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium,0.000136,0.000355,0.000213,0.000018,0.000169,0.000023,0.000584,0.000130,0.000042,0.000163,0.000322,0.000645,0.000019,0.000019,0.000563,0.000020,0.000018,0.000628,0.000281,0.000036,0.000425,0.000351,0.000521,0.001826,0.000019,0.000881,0.000124,0.000021,0.000017,0.000375,0.000020,0.000567,0.000038,0.000412,0.000041,0.000033,0.000372,0.000262,0.000176,0.000381
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum,0.003366,0.006780,0.004584,0.000936,0.003896,0.001101,0.010515,0.003226,0.001624,0.003786,0.006180,0.011328,0.000963,0.000956,0.010317,0.000996,0.000934,0.011358,0.005391,0.001467,0.008002,0.006662,0.009620,0.025481,0.000978,0.014617,0.003112,0.001049,0.000917,0.007222,0.001018,0.010354,0.001546,0.007730,0.001608,0.001410,0.007130,0.005165,0.004045,0.007233
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_mongoliense,0.000003,0.000006,0.000004,0.000001,0.000004,0.000001,0.000008,0.000003,0.000001,0.000004,0.000006,0.000008,0.000001,0.000001,0.000008,0.000001,0.000001,0.000008,0.000005,0.000001,0.000007,0.000006,0.000007,0.000011,0.000001,0.000009,0.000003,0.000001,0.000001,0.000006,0.000001,0.000007,0.000001,0.000006,0.000001,0.000001,0.000006,0.000005,0.000004,0.000006
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum,0.002840,0.008987,0.005040,0.000440,0.003698,0.000553,0.014109,0.002687,0.000970,0.003532,0.008169,0.015351,0.000458,0.000453,0.013514,0.000480,0.000439,0.015205,0.006977,0.000834,0.010546,0.008892,0.012854,0.033672,0.000469,0.019221,0.002548,0.000518,0.000428,0.009602,0.000496,0.013811,0.000902,0.010307,0.000962,0.000785,0.009393,0.006491,0.003921,0.009681
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Parascardovia,0.000003,0.000005,0.000004,0.000000,0.000003,0.000000,0.000005,0.000003,0.000001,0.000003,0.000005,0.000005,0.000000,0.000000,0.000006,0.000000,0.000000,0.000005,0.000004,0.000001,0.000005,0.000005,0.000005,0.000007,0.000000,0.000006,0.000002,0.000000,0.000000,0.000005,0.000000,0.000005,0.000001,0.000005,0.000001,0.000001,0.000005,0.000004,0.000004,0.000005
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Parascardovia|s__Parascardovia_denticolens,0.000002,0.000005,0.000003,0.000000,0.000003,0.000001,0.000006,0.000002,0.000001,0.000003,0.000004,0.000006,0.000000,0.000000,0.000006,0.000000,0.000000,0.000006,0.000004,0.000001,0.000005,0.000005,0.000006,0.000007,0.000000,0.000007,0.000002,0.000001,0.000000,0.000005,0.000000,0.000006,0.000001,0.000005,0.000001,0.000001,0.000005,0.000004,0.000003,0.000005
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia,0.000006,0.000018,0.000010,0.000000,0.000008,0.000001,0.000033,0.000006,0.000001,0.000008,0.000016,0.000036,0.000000,0.000000,0.000031,0.000000,0.000000,0.000035,0.000013,0.000001,0.000023,0.000017,0.000028,0.000075,0.000000,0.000050,0.000005,0.000001,0.000000,0.000020,0.000000,0.000032,0.000001,0.000021,0.000001,0.000001,0.000019,0.000012,0.000008,0.000020
