clade_name	ERR1398068	ERR1398069	ERR1398070	ERR1398071	ERR1398072	ERR1398073	ERR1398074	ERR1398075	ERR1398076	ERR1398077	ERR1398078	ERR1398079	ERR1398080	ERR1398081	ERR1398082	ERR1398083	ERR1398084	ERR1398085	ERR1398086	ERR1398087	ERR1398088	ERR1398089	ERR1398090	ERR1398091	ERR1398092	ERR1398093	ERR1398094	ERR1398095	ERR1398096	ERR1398097	ERR1398098	ERR1398099	ERR1398100	ERR1398101	ERR1398102	ERR1398103	ERR1398104	ERR1398105	ERR1398106	ERR1398107	ERR1398108	ERR1398109	ERR1398110	ERR1398111	ERR1398112	ERR1398113	ERR1398114	ERR1398115	ERR1398116	ERR1398117	ERR1398118	ERR1398119	ERR1398120	ERR1398121	ERR1398122	ERR1398123	ERR1398124	ERR1398125	ERR1398126	ERR1398127	ERR1398128	ERR1398129	ERR1398130	ERR1398131	ERR1398132	ERR1398133	ERR1398134	ERR1398135	ERR1398136	ERR1398137	ERR1398138	ERR1398139	ERR1398140	ERR1398141	ERR1398142	ERR1398143	ERR1398144	ERR1398145	ERR1398146	ERR1398147	ERR1398148	ERR1398149	ERR1398150	ERR1398151	ERR1398152	ERR1398153	ERR1398154	ERR1398155	ERR1398156	ERR1398157	ERR1398158	ERR1398159	ERR1398160	ERR1398161	ERR1398162	ERR1398163	ERR1398164	ERR1398165	ERR1398166	ERR1398167	ERR1398168	ERR1398169	ERR1398170	ERR1398171	ERR1398172	ERR1398173	ERR1398174	ERR1398175	ERR1398176	ERR1398177	ERR1398178	ERR1398179	ERR1398180	ERR1398181	ERR1398182	ERR1398183	ERR1398184	ERR1398185	ERR1398186	ERR1398187	ERR1398188	ERR1398189	ERR1398190	ERR1398191	ERR1398192	ERR1398193	ERR1398194	ERR1398195	ERR1398196	ERR1398197	ERR1398198	ERR1398199	ERR1398200	ERR1398201	ERR1398202	ERR1398203	ERR1398204	ERR1398205	ERR1398206	ERR1398207	ERR1398208	ERR1398209	ERR1398210	ERR1398211	ERR1398212	ERR1398213	ERR1398214	ERR1398215	ERR1398216	ERR1398217	ERR1398218	ERR1398219	ERR1398220	ERR1398221	ERR1398222	ERR1398223	ERR1398224	ERR1398225	ERR1398226	ERR1398227	ERR1398228	ERR1398229	ERR1398230	ERR1398231	ERR1398232	ERR1398233	ERR1398234	ERR1398235	ERR1398236	ERR1398237	ERR1398238	ERR1398239	ERR1398240	ERR1398241	ERR1398242	ERR1398243	ERR1398244	ERR1398245	ERR1398246	ERR1398247	ERR1398248	ERR1398249	ERR1398250	ERR1398251	ERR1398252	ERR1398253	ERR1398254	ERR1398255	ERR1398256	ERR1398257	ERR1398258	ERR1398259	ERR1398260	ERR1398261	ERR1398262	ERR1398263
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium|s__Atopobium_deltae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.23e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium|s__Atopobium_parvulum	0.0	0.0	0.0	0.0	0.0	1.21e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.52e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.05e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.500000000000001e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.06e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium|s__Atopobium_rimae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.24e-05	0.0	0.0	0.0	0.0	0.0	6.28e-05	0.0	0.0	0.0	0.0014911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019056	0.0	0.0	0.0	0.0007013999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.64e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002820999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_scatoligenes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.64e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002820999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_uli	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019056	0.0	0.0	0.0	0.0007013999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	0.0016633999999999	0.0148601999999999	0.0024521	0.0860397	0.0057142	0.0	0.0005583	0.0	0.1062536	0.0002251999999999	0.0226682	0.0171949	0.0008523	0.0086111	0.0082275	0.0036242999999999	0.0022846	0.0	0.0050448	0.015454	0.0159943	0.0070355	0.0007259	0.0045035	0.001058	0.0050941	0.0	0.0205661	0.0023869	0.0556789	0.0	0.0004574	0.0228431	0.0	0.0022122	0.0561448	0.0008033	0.0121713	0.0101433	0.0	0.0055572999999999	0.0289435	0.0051398	0.0019384	0.0087453	0.0038326	0.0003511	0.006511	0.040585	0.0321236	0.0047983999999999	0.0005428	0.0002213	0.0029825	0.0028593	0.0	0.0084599	0.0018958	0.000352	0.0	0.0468045	0.0	0.028405	0.0169751	0.0008204999999999	0.0021709	0.0020179	0.0217319	0.0098568	0.0009259	0.0117971	0.0021393	0.0073888	0.0018978999999999	0.0	0.0	0.0004185	0.0	0.0	0.0163348	0.0006057	0.0002462999999999	0.0006068	0.0077476	0.0804009	0.0129275	0.0045	0.0315695	0.0021225	0.0	0.0047825	0.009127	0.0042127	0.0097845	0.0	0.0030459	0.0193799	0.0	0.0013411999999999	0.0047258	0.0247535	0.000558	0.0	0.0007036	0.0026993	0.0011731	0.0012028	0.00866	0.0056267	0.0015526	0.0032251999999999	0.0344997	0.0065074	0.0005006	0.0595126	0.0019617	0.0012189	0.0	0.0019443	0.001559	0.0013111	0.0082563	0.0038469999999999	0.0042224	0.009932	0.0006023	0.0080208	0.0427862	0.0034517	0.0570209	0.0166972999999999	0.0	0.0179281	4.69e-05	0.0004170999999999	0.0022281	0.0071119	0.0046369	0.0175601	0.0039855	0.0	0.024772	0.0	0.0136179	0.0230357	0.0144778	0.0021675	0.0018292	0.0110436	0.0007471	0.0015012	0.0012592999999999	0.0039192	0.0004671999999999	0.0007287	0.0	0.0370727	0.0017772999999999	0.0050953	0.0055562	0.0021637	0.000524	0.0027459	0.0	0.0	0.0755365	0.0001283	0.0041345	0.0063197	0.0126792	0.0017159	0.0059143	0.0146971	0.0017001	0.0025557	0.0017676	0.0018694	0.0085848	0.0087723	0.0140954	0.0	5.97e-05	0.0003082	0.0	0.0	0.0005503999999999	0.0	0.0006103	0.0	0.001705	0.0001375999999999	0.0017427999999999	2.76e-05	0.0007581	0.0036988	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	0.0016633999999999	0.0148539	0.0024521	0.0858526	0.0057142	0.0	0.0005583	0.0	0.1061496	0.0	0.0226344	0.0171949	0.0008523	0.0085988	0.0082275	0.0036242999999999	0.0022846	0.0	0.0050448	0.0154409	0.0159869	0.0070355	0.0007259	0.0045035	0.001058	0.0050941	0.0	0.0205661	0.0023869	0.0556639	0.0	0.0004574	0.0228328	0.0	0.0022122	0.0561319	0.0008033	0.0121713	0.0101433	0.0	0.0055572999999999	0.0289435	0.0051398	0.0019384	0.0087453	0.0038326	0.0003511	0.006511	0.0405481	0.0320823	0.0047983999999999	0.0005428	0.0002213	0.0029825	0.0028541	0.0	0.0084599	0.0018958	0.000352	0.0	0.0467715999999999	0.0	0.0283905	0.0169751	0.0008204999999999	0.0021709	0.0020179	0.0216936	0.0098371	0.0009259	0.0117971	0.0021393	0.00738	0.0018978999999999	0.0	0.0	0.0004185	0.0	0.0	0.0163244	0.0006057	0.0002462999999999	0.0006068	0.0077476	0.0803436999999999	0.0128989	0.0045	0.0315585	0.0021225	0.0	0.0047825	0.009127	0.004209	0.0097845	0.0	0.0030459	0.0193799	0.0	0.0013411999999999	0.0047199	0.0247409	0.000558	0.0	0.0007036	0.0026993	0.0011731	0.0012028	0.0086559	0.0055957	0.0015526	0.0032251999999999	0.0343735	0.0065074	0.0005006	0.0594716999999999	0.0019617	0.0012189	0.0	0.0019443	0.001559	0.0013111	0.0082563	0.0038469999999999	0.0042224	0.0099128	0.0006023	0.0080208	0.0427862	0.0034517	0.0570049	0.0166924	0.0	0.0179281	4.69e-05	0.0004170999999999	0.0022281	0.0071119	0.0046369	0.0175518	0.0039855	0.0	0.0247366	0.0	0.0136179	0.0229948	0.0144778	0.0021675	0.0018292	0.0110318	0.0007471	0.0015012	0.0012565999999999	0.0039106	0.0004671999999999	0.0007287	0.0	0.0370468	0.0017772999999999	0.0050953	0.0055562	0.0021637	0.000524	0.0027459	0.0	0.0	0.0755365	0.0001283	0.00413	0.0063197	0.0126792	0.0017159	0.0059143	0.0146971	0.0017001	0.0025557	0.0017676	0.0018694	0.0085733	0.0087723	0.0140761	0.0	5.97e-05	0.0003082	0.0	0.0	0.0005503999999999	0.0	0.0006103	0.0	0.001705	0.0001375999999999	0.0017427999999999	2.76e-05	0.0007581	0.0036988	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	0.0016633999999999	0.0128392	0.0024521	0.0848003	0.0056692	0.0	0.0005583	0.0	0.1057867	0.0	0.0225347	0.0168836999999999	0.0008523	0.0085185	0.0	0.0036242999999999	0.0022846	0.0	0.0049978	0.0153726	0.0159205	0.0070075	0.0007259	0.0044661	0.001058	0.0050941	0.0	0.0203809	0.0023726	0.0553967999999999	0.0	0.0004574	0.0	0.0	0.0	0.055692	0.0008033	0.0121067	0.0099781	0.0	0.0055084	0.0287515	0.0051233	0.0019384	0.0087385	0.0	0.0003511	0.0064804	0.0403979999999999	0.0	0.004785	0.0005428	0.0002213	0.0029825	0.0028272	0.0	0.0084599	0.0018958	0.000352	0.0	0.0466201	0.0	0.0282174	0.0	0.0	0.0021662	0.0019979	0.0214391	0.0098336	0.0009259	0.0117816999999999	0.0016494	0.0073641	0.0018978999999999	0.0	0.0	0.0004185	0.0	0.0	0.0160486	0.0006057	0.0002462999999999	0.0006068	0.0071765	0.0716484	0.012776	0.0044609	0.0314562	0.0021177	0.0	0.0047556	1.7199999999999998e-05	0.0041245	0.0097599	0.0	0.0	0.0192128999999999	0.0	0.0013411999999999	0.0046995	0.0245979	0.000558	0.0	0.0007036	0.0026993	0.0011731	0.0012028	0.0085979	0.0027165	0.0015526	0.0032095	0.0341819	0.0064594	0.0002608	0.0588243	0.0019617	0.0012189	0.0	0.0019203	0.001559	0.0013111	0.0081892	0.0036894	0.0042131	0.0098149	0.0005868	0.0074138	0.0005565	0.0034442	0.0567929	0.0166674	0.0	0.0	4.69e-05	0.0004170999999999	0.0022281	0.0070836	0.0046295	0.0173128	0.0039855	0.0	0.0246879999999999	0.0	0.0135359	0.0229307	0.0143829	0.0021635	0.0018135999999999	0.0108663	0.0007471	0.0015012	0.0012565999999999	0.0039106	0.0004671999999999	0.0007287	0.0	0.0368746	0.0017772999999999	0.0050953	0.0055203	0.0021637	0.000524	0.0027459	0.0	0.0	0.0001054	0.0	0.0041102	0.0063154	0.0041029	0.0017159	0.0058762	0.0146206	0.0017001	0.0025299	0.0017643	0.0018648999999999	0.0085592999999999	0.0087723	0.0140186	0.0	5.97e-05	0.0002193	0.0	0.0	0.0005503999999999	0.0	0.0006103	0.0	0.0016991999999999	0.0	7.8e-06	2.76e-05	0.0007581	0.0030153	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_intestinalis	0.0	0.0018307999999999	0.0	4.05e-05	8.9e-06	0.0	0.0	0.0	8.5e-06	0.0	3.6e-05	0.0001456	0.0	0.0	0.0080952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0223308999999999	0.0	0.0022122	1.77e-05	0.0	0.0	3.16e-05	0.0	0.0	2.59e-05	0.0	0.0	0.0	0.0037659	0.0	0.0	4.97e-05	0.0317092999999999	0.0	0.0	0.0	0.0	3.8e-06	0.0	0.0	0.0	0.0	0.0	1.09e-05	0.0	9.1e-06	0.0166674	0.0008141	0.0	0.0	7.87e-05	0.0	0.0	0.0	0.0004621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001803	0.0	0.0	0.0	0.0004664999999999	0.0078894	2.28e-05	0.0	9.2e-06	0.0	0.0	0.0	0.0088363	2.94e-05	0.0	0.0	0.0029739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8e-06	0.0027944	0.0	0.0	1.87e-05	0.0	0.0002398	8.489999999999999e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001351	0.0	1.4e-05	8.3e-06	0.0005248	0.0415914	0.0	1.1e-05	0.0	0.0	0.0175168	0.0	0.0	0.0	0.0	0.0	4.8e-05	0.0	0.0	9.8e-06	0.0	0.0	0.0	0.0	0.0	0.0	9.22e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0742761	0.0001283	0.0	0.0	0.0081606	0.0	0.0	0.0	0.0	1.52e-05	0.0	0.0	0.0	0.0	3.88e-05	0.0	0.0	8.89e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001375999999999	0.0017108	0.0	0.0	0.0006151	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_stercoris	0.0	0.0001839	0.0	0.0010118	3.61e-05	0.0	0.0	0.0	0.0003544	0.0	6.37e-05	0.0001656	0.0	8.03e-05	0.0001324	0.0	0.0	0.0	4.7e-05	6.83e-05	6.64e-05	2.8e-05	0.0	3.74e-05	0.0	0.0	0.0	0.0001853	1.44e-05	0.000267	0.0	0.0	0.0005019	0.0	0.0	0.0004220999999999	0.0	6.46e-05	0.0001336	0.0	4.88e-05	0.0001661	1.65e-05	0.0	6.8e-06	6.66e-05	0.0	3.06e-05	0.0001004	0.000373	1.34e-05	0.0	0.0	0.0	2.3e-05	0.0	0.0	0.0	0.0	0.0	0.0001406	0.0	0.000164	0.0003077	6.4000000000000006e-06	4.7e-06	2e-05	0.0001757	3.5e-06	0.0	1.5399999999999998e-05	2.78e-05	1.59e-05	0.0	0.0	0.0	0.0	0.0	0.0	9.56e-05	0.0	0.0	0.0	0.0001046	0.0008058999999999	0.0001001	3.91e-05	9.31e-05	4.7e-06	0.0	2.69e-05	0.0002735	5.51e-05	2.46e-05	0.0	7.2e-05	0.000167	0.0	0.0	2.04e-05	0.000143	0.0	0.0	0.0	0.0	0.0	0.0	5.22e-05	8.48e-05	0.0	1.57e-05	0.0001728	4.81e-05	0.0	0.0005625	0.0	0.0	0.0	2.41e-05	0.0	0.0	6.71e-05	2.26e-05	9.2e-06	8.389999999999999e-05	7.2000000000000005e-06	8.219999999999999e-05	0.0006383999999999	7.4e-06	0.000201	2.5e-05	0.0	0.0004113	0.0	0.0	0.0	2.83e-05	7.4e-06	0.0001910999999999	0.0	0.0	3.87e-05	0.0	8.2e-05	6.42e-05	9.49e-05	4.1e-06	1.57e-05	7.329999999999999e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001721	0.0	0.0	3.59e-05	0.0	0.0	0.0	0.0	0.0	0.001155	0.0	1.98e-05	4.3e-06	0.0004157	0.0	3.81e-05	7.65e-05	0.0	1.07e-05	3.3e-06	4.6e-06	1.4e-05	0.0	1.87e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8e-06	0.0	2.42e-05	0.0	0.0	6.85e-05	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma	0.0	6.4000000000000006e-06	0.0	0.000187	0.0	0.0	0.0	0.0	0.000104	0.0002251999999999	3.38e-05	0.0	0.0	1.24e-05	0.0	0.0	0.0	0.0	0.0	1.31e-05	7.4e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.51e-05	0.0	0.0	1.04e-05	0.0	0.0	1.2899999999999998e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7000000000000005e-05	4.1200000000000005e-05	0.0	0.0	0.0	0.0	5.199999999999999e-06	0.0	0.0	0.0	0.0	0.0	3.29e-05	0.0	1.4499999999999998e-05	0.0	0.0	0.0	0.0	3.83e-05	1.97e-05	0.0	0.0	0.0	8.8e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.04e-05	0.0	0.0	0.0	0.0	5.72e-05	2.85e-05	0.0	1.1e-05	0.0	0.0	0.0	0.0	3.7e-06	0.0	0.0	0.0	0.0	0.0	0.0	5.9e-06	1.26e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.1e-06	3.1e-05	0.0	0.0	0.0001262	0.0	0.0	4.1e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.93e-05	0.0	0.0	0.0	0.0	1.6e-05	4.9e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.3e-06	0.0	0.0	3.55e-05	0.0	0.0	4.08e-05	0.0	0.0	0.0	1.18e-05	0.0	0.0	2.7e-06	8.599999999999999e-06	0.0	0.0	0.0	2.6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15e-05	0.0	1.94e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
